date,rf_dly,mktrf,VMG,SMB,PMO
20161117,0.0056,-0.09,0.21,-0.42,-0.28
20161118,0.0056,-0.47,0.06,0.35,0.15
20161121,0.0056,0.61,0.11,0.01,0.18
20161122,0.0056,0.89,-0.29,0.06,0.12
20161123,0.0056,-0.29,0.39,-0.47,0.27
20161124,0.0056,-0.08,0.45,-0.44,0.12
20161125,0.0056,0.61,0.37,-0.35,-0.11
20161128,0.0056,0.34,0.14,-0.57,-0.59
20161129,0.0056,0.01,0.5,-1.21,-0.48
20161130,0.0056,-0.72,-0.26,0.49,0.36
20161201,0.0058,0.64,-0.32,-0.27,-0.11
20161202,0.0058,-1.14,0.3,-0.9,-0.02
20161205,0.0058,-1.08,0.14,0.57,0.58
20161206,0.0058,-0.11,-0.07,0.33,0.25
20161207,0.0058,0.74,-0.38,0.53,-0.31
20161208,0.0058,-0.41,0.24,-0.31,-0.01
20161209,0.0058,0.28,0.41,-0.56,-0.71
20161212,0.0058,-3.29,1.41,-2.14,-1.01
20161213,0.0058,0.12,-0.71,0.23,-0.1
20161214,0.0058,-0.67,-0.14,0.05,-0.02
20161215,0.0058,-0.37,-0.96,1.46,0.64
20161216,0.0058,0.4,-0.03,0.58,0.28
20161219,0.0058,-0.27,-0.01,0.33,-0.24
20161220,0.0058,-0.4,-0.05,0.31,0.27
20161221,0.0058,1.02,-0.43,-0.25,-0.41
20161222,0.0058,-0.03,-0.23,-0.03,0.02
20161223,0.0058,-0.89,0.27,-0.44,0.36
20161226,0.0058,0.37,0.13,0.22,-0.3
20161227,0.0058,-0.2,0.05,0.45,-0.18
20161228,0.0058,-0.4,-0.12,0.07,-0.01
20161229,0.0058,-0.23,0.33,-0.06,-0.21
20161230,0.0058,0.23,0.45,-0.23,0.21
20170103,0.0071,0.95,-0.15,0.06,-0.2
20170104,0.0071,0.93,-0.11,0.37,-0.03
20170105,0.0071,0.09,-0.42,-0.07,-0.24
20170106,0.0071,-0.45,-0.12,-0.17,-0.29
20170109,0.0071,0.49,-0.06,0.06,-0.01
20170110,0.0071,-0.3,0.16,-0.19,0.03
20170111,0.0071,-0.81,0.2,-0.32,0.14
20170112,0.0071,-0.65,0.42,-0.3,-0.15
20170113,0.0071,-0.59,0.78,-1.36,-0.69
20170116,0.0071,-1.34,1.92,-2.97,-1.83
20170117,0.0071,0.46,-0.41,0.76,0.24
20170118,0.0071,0.04,0.65,-0.23,-0.75
20170119,0.0071,-0.41,0.25,0.11,0.2
20170120,0.0071,0.95,-0.27,0.69,0.59
20170123,0.0071,0.59,-0.38,0.44,0.08
20170124,0.0071,0.06,0.07,-0.37,-0.64
20170125,0.0071,0.29,0.12,0.03,0.4
20170126,0.0071,0.45,0.13,0.22,0.42
20170203,0.0064,-0.56,-0.18,0.21,0.09
20170206,0.0064,0.58,-0.05,0.67,-0.05
20170207,0.0064,-0.09,-0.12,0.34,-0.52
20170208,0.0064,0.51,-0.06,0.38,0.22
20170209,0.0064,0.56,-0.12,0.49,0.16
20170210,0.0064,0.24,0.8,-0.41,-0.43
20170213,0.0064,0.61,0.08,0.08,0.01
20170214,0.0064,-0.01,0.14,-0.03,-0.14
20170215,0.0064,-0.55,0.23,-0.51,-0.17
20170216,0.0064,0.5,-0.09,0.18,-0.06
20170217,0.0064,-0.76,-0.04,-0.45,0.45
20170220,0.0064,1.21,0.64,-0.01,-0.44
20170221,0.0064,0.61,-0.25,0.33,0.37
20170222,0.0064,0.37,0.21,0,-0.01
20170223,0.0064,-0.24,-0.06,-0.07,1.06
20170224,0.0064,0.14,-0.3,0.11,0.51
20170227,0.0064,-0.73,-0.16,-0.18,0.52
20170228,0.0064,0.44,-0.35,-0.13,0.21
20170301,0.0055,0.26,-0.46,-0.04,0.15
20170302,0.0055,-0.68,0.18,-0.05,0.09
20170303,0.0055,-0.15,0.4,0.55,0.45
20170306,0.0055,0.68,-0.2,0.57,0.46
20170307,0.0055,0.19,0.17,0.09,0.31
20170308,0.0055,-0.21,-0.19,-0.22,-0.17
20170309,0.0055,-0.81,0.19,0.07,0.19
20170310,0.0055,-0.01,0.34,0.03,0.19
20170313,0.0055,0.78,0.4,0.07,0.09
20170314,0.0055,-0.07,0.01,-0.25,0.04
20170315,0.0055,0.02,0.39,0,-0.25
20170316,0.0055,0.74,-0.35,0.35,0.01
20170317,0.0055,-0.89,-0.18,0.04,0.17
20170320,0.0055,0.3,0.16,0.2,-0.36
20170321,0.0055,0.32,0.47,-0.16,-0.11
20170322,0.0055,-0.49,0.24,-0.14,-0.17
20170323,0.0055,0.09,0.46,-0.03,-0.11
20170324,0.0055,0.6,0.27,-0.21,-0.51
20170327,0.0055,-0.2,-0.37,-0.04,-0.22
20170328,0.0055,-0.32,0.08,-0.1,0.08
20170329,0.0055,-0.25,0.1,-0.48,-0.85
20170330,0.0055,-1.2,1.07,-0.87,-0.64
20170331,0.0055,0.49,0.23,-0.39,0.25
20170405,0.0068,1.72,-0.15,0.51,0.45
20170406,0.0068,0.31,-0.07,-0.04,-0.37
20170407,0.0068,0.18,-0.06,-0.26,0.27
20170410,0.0068,-0.45,0.3,-0.73,0.17
20170411,0.0068,0.6,-0.27,0.33,0.12
20170412,0.0068,-0.49,0.45,-0.54,0.13
20170413,0.0068,0.2,0.1,0.15,0.09
20170414,0.0068,-1.12,-0.13,-0.56,-0.01
20170417,0.0068,-0.76,1.15,-0.92,-0.15
20170418,0.0068,-0.73,0.32,-0.42,-0.47
20170419,0.0068,-0.86,0.66,-0.52,-0.27
20170420,0.0068,0.09,0.71,-0.57,-0.4
20170421,0.0068,-0.08,0.33,-0.53,0.22
20170424,0.0068,-1.74,1.41,-1.62,-0.43
20170425,0.0068,0.27,0.09,0.23,-0.32
20170426,0.0068,0.19,0.49,0.27,-0.51
20170427,0.0068,0.27,0.07,0.51,-0.69
20170428,0.0068,0.16,-0.52,0.52,0.25
20170502,0.0064,-0.2,-0.13,0.37,-0.46
20170503,0.0064,-0.38,0.17,0.25,0.4
20170504,0.0064,-0.25,-0.07,-0.08,-0.54
20170505,0.0064,-0.91,0.48,-0.39,-0.04
20170508,0.0064,-1.19,1.2,-0.95,0.9
20170509,0.0064,0.22,-0.15,0.41,0.34
20170510,0.0064,-1.04,0.68,-1.14,0.25
20170511,0.0064,0.17,0.86,-0.81,-1.47
20170512,0.0064,0.52,0.42,-0.69,-0.73
20170515,0.0064,0.33,-0.15,0.1,-0.2
20170516,0.0064,1.24,-0.57,0.99,-0.01
20170517,0.0064,-0.2,-0.6,0.66,0.01
20170518,0.0064,-0.47,0.36,-0.3,0.14
20170519,0.0064,0.03,-0.18,-0.11,-0.11
20170522,0.0064,-0.53,0.77,-1.51,-0.6
20170523,0.0064,-0.79,2.28,-2.45,-0.92
20170524,0.0064,0.22,-0.32,0.4,-0.28
20170525,0.0064,1.27,0.4,-0.42,0.02
20170526,0.0064,-0.05,-0.09,0.16,0.07
20170531,0.0064,0.14,0.44,-0.42,0.06
20170601,0.0056,-0.77,1.94,-2.24,-0.36
20170602,0.0056,0.29,-0.67,1.18,0.01
20170605,0.0056,-0.1,-0.79,0.95,0.64
20170606,0.0056,0.47,0.03,0,0.23
20170607,0.0056,1.58,-0.59,0.95,-0.4
20170608,0.0056,0.34,0.27,-0.28,-0.52
20170609,0.0056,0.28,0.17,-0.22,0.14
20170612,0.0056,-0.63,0.82,-0.93,-0.31
20170613,0.0056,0.68,-0.41,0.85,0.62
20170614,0.0056,-0.63,-0.55,0.69,0.83
20170615,0.0056,0.25,-0.87,0.96,0.63
20170616,0.0056,-0.18,-0.22,0.03,-0.24
20170619,0.0056,0.69,0.11,0,0.05
20170620,0.0056,-0.03,-0.08,0.06,0.07
20170621,0.0056,0.6,0.62,-0.52,-0.65
20170622,0.0056,-0.52,1.1,-1.47,0.35
20170623,0.0056,0.47,0.62,-0.51,0.09
20170626,0.0056,1.13,0.18,0,0.74
20170627,0.0056,0.11,0.27,0.15,-0.11
20170628,0.0056,-0.63,0.11,-0.04,0.09
20170629,0.0056,0.53,0.08,-0.04,-0.09
20170630,0.0056,0.19,0.36,-0.23,0.47
20170703,0.0061,0.15,-0.52,0.83,0.44
20170704,0.0061,-0.51,-0.46,0.3,0.12
20170705,0.0061,0.85,0.14,0.07,-0.25
20170706,0.0061,0.12,0.01,0.08,0.08
20170707,0.0061,0.13,-0.01,0.2,0.69
20170710,0.0061,-0.17,0.37,-0.34,0.21
20170711,0.0061,-0.2,0.95,-1.01,-0.52
20170712,0.0061,-0.15,0.09,0.05,-0.12
20170713,0.0061,0.6,0.44,-0.6,0.4
20170714,0.0061,0.15,0.77,-0.58,-0.29
20170717,0.0061,-2.2,3.06,-3.27,-0.63
20170718,0.0061,0.45,0.13,0.55,0.64
20170719,0.0061,1.56,0.31,-0.19,0.31
20170720,0.0061,0.52,-0.13,-0.04,-0.2
20170721,0.0061,-0.15,0.05,0.21,-0.18
20170724,0.0061,0.43,0.08,0.38,-0.03
20170725,0.0061,-0.29,0.02,0.22,-0.41
20170726,0.0061,-0.04,0.07,0.28,0.17
20170727,0.0061,0.4,-1.42,0.92,-0.08
20170728,0.0061,0.17,0.33,-0.18,0.02
20170731,0.0061,0.62,0,0.28,0.46
20170801,0.0055,0.47,0.25,-0.53,0.39
20170802,0.0055,-0.38,0.3,-0.47,-0.45
20170803,0.0055,-0.34,-0.67,0.81,0.1
20170804,0.0055,-0.45,-0.25,-0.09,0.56
20170807,0.0055,0.64,-0.26,0.26,-0.41
20170808,0.0055,0.19,-0.37,0.1,0.14
20170809,0.0055,0.03,-0.22,0.28,-0.26
20170810,0.0055,-0.51,-0.04,-0.53,0.28
20170811,0.0055,-1.74,-0.11,-0.05,1.4
20170814,0.0055,1.36,-1.15,0.44,0.14
20170815,0.0055,0.38,0.1,0.04,-0.32
20170816,0.0055,0.05,-0.44,0.43,0.79
20170817,0.0055,0.66,-0.33,0.31,-0.01
20170818,0.0055,-0.11,0.31,-0.31,0.35
20170821,0.0055,0.55,-0.43,0.22,-0.16
20170822,0.0055,-0.14,0.5,-0.5,-0.34
20170823,0.0055,-0.2,0.6,-0.34,0.29
20170824,0.0055,-0.53,0.05,-0.21,0.3
20170825,0.0055,1.56,0.48,-0.41,-0.93
20170828,0.0055,1.07,-0.31,-0.09,0.11
20170829,0.0055,-0.08,0.44,0.01,-0.02
20170830,0.0055,0.15,-0.33,0.11,-0.36
20170831,0.0055,-0.12,-0.36,0.39,0.14
20170901,0.0059,0.29,-0.47,0.38,-0.62
20170904,0.0059,0.51,-0.31,0.24,-0.54
20170905,0.0059,0.22,0.3,-0.14,0.24
20170906,0.0059,0.15,-0.46,0.36,-0.05
20170907,0.0059,-0.59,0.15,0.32,0.76
20170908,0.0059,0.04,-0.04,0.35,-0.23
20170911,0.0059,0.48,-0.4,0.51,-0.35
20170912,0.0059,0.02,0.04,-0.48,-0.45
20170913,0.0059,0.23,-0.05,0.18,-0.09
20170914,0.0059,-0.28,-0.03,0.1,0.86
20170915,0.0059,-0.37,0.17,-0.08,1.17
20170918,0.0059,0.5,-0.29,0.24,0.15
20170919,0.0059,-0.28,0.17,-0.24,0.54
20170920,0.0059,0.49,-0.61,0.35,-0.84
20170921,0.0059,-0.5,0.75,-0.62,0.31
20170922,0.0059,-0.25,0.23,-0.15,-0.06
20170925,0.0059,-0.69,0.64,-0.75,-0.17
20170926,0.0059,0.15,-0.15,-0.02,-0.38
20170927,0.0059,0.28,-0.32,0.35,0.05
20170928,0.0059,-0.18,-0.01,-0.33,-0.21
20170929,0.0059,0.44,-0.11,0.52,-0.06
20171009,0.0075,1.01,-0.2,0.28,-0.51
20171010,0.0075,0.35,-0.08,0.75,0.6
20171011,0.0075,0.07,0.89,-0.4,1.17
20171012,0.0075,-0.09,0.11,-0.16,0.14
20171013,0.0075,0.31,-0.15,0.07,0.37
20171016,0.0075,-0.7,1.08,-1.66,0.76
20171017,0.0075,-0.11,0.18,0.15,0.58
20171018,0.0075,0.14,0.84,-1.2,0.7
20171019,0.0075,-0.52,0.64,-0.63,-0.01
20171020,0.0075,0.41,-0.41,0.77,-0.26
20171023,0.0075,0.24,-0.03,0.4,0.08
20171024,0.0075,0.2,0.66,-0.89,-0.05
20171025,0.0075,0.41,-0.17,0.26,-0.11
20171026,0.0075,0.29,-0.55,0.06,0.21
20171027,0.0075,0.09,0.56,-0.82,0.26
20171030,0.0075,-0.98,1,-1.82,0.82
20171031,0.0075,0.24,-0.55,0.51,-0.1
20171101,0.0056,0.02,-0.04,0.03,0.36
20171102,0.0056,-0.49,0.35,-0.91,0.17
20171103,0.0056,-0.5,-0.16,-0.33,-0.52
20171106,0.0056,0.78,-0.39,0.2,-0.94
20171107,0.0056,0.72,-0.2,-0.28,0.07
20171108,0.0056,0,-0.03,0.36,0.25
20171109,0.0056,0.51,-0.19,-0.05,-0.21
20171110,0.0056,0.31,0.14,-0.24,-0.88
20171113,0.0056,0.4,0.26,-0.43,-0.62
20171114,0.0056,-0.71,0.24,0.04,0.29
20171115,0.0056,-0.89,0.39,0.09,0
20171116,0.0056,0.18,0.2,-0.52,-0.92
20171117,0.0056,-1.11,1.98,-2.68,-0.01
20171120,0.0056,0.61,-0.01,-0.44,-0.82
20171121,0.0056,0.78,0.28,-1,-0.11
20171122,0.0056,0.28,0.32,-0.21,0.24
20171123,0.0056,-2.64,0.03,0.48,0.83
20171124,0.0056,0.04,0.22,0.29,0.44
20171127,0.0056,-1.18,0.47,0.3,1.09
20171128,0.0056,0.68,-0.53,0.82,-0.22
20171129,0.0056,0.14,0.46,0.04,0.74
20171130,0.0056,-0.82,0.08,0.41,0.23
20171201,0.0061,0.29,-0.62,0.54,-0.01
20171204,0.0061,-0.18,0.67,-1.16,-0.68
20171205,0.0061,-0.71,1.92,-1.92,-0.52
20171206,0.0061,-0.03,-0.79,1.01,-0.16
20171207,0.0061,-0.73,-0.66,0.46,0.73
20171208,0.0061,0.76,-0.24,0.37,-0.14
20171211,0.0061,1.26,-0.26,-0.16,-0.6
20171212,0.0061,-1.13,-0.19,-0.02,0.08
20171213,0.0061,0.7,0.09,0.07,-0.41
20171214,0.0061,-0.29,-0.29,0.38,0.17
20171215,0.0061,-0.84,-0.51,0.52,0.71
20171218,0.0061,-0.14,0.88,-0.37,0.12
20171219,0.0061,0.93,0.27,-0.24,-0.4
20171220,0.0061,-0.39,0.32,-0.6,-0.6
20171221,0.0061,0.56,0.32,-0.49,-0.67
20171222,0.0061,-0.13,0.12,-0.17,0.21
20171225,0.0061,-0.65,0.89,-0.63,-0.24
20171226,0.0061,0.51,0.07,0.13,0.4
20171227,0.0061,-0.94,-0.14,0.39,0.87
20171228,0.0061,0.57,0.52,-0.15,-0.05
20171229,0.0061,0.52,-0.06,0.28,-0.12
20180102,0.0058,1.25,0.62,-0.26,0.01
20180103,0.0058,0.71,-0.35,0.18,0.35
20180104,0.0058,0.49,0.14,-0.42,-0.14
20180105,0.0058,0.16,0.31,-0.08,0.31
20180108,0.0058,0.45,0.56,-0.39,-0.08
20180109,0.0058,0.23,0,-0.33,-0.37
20180110,0.0058,0.12,0.15,-0.86,-0.77
20180111,0.0058,0.14,-0.62,0.44,-0.04
20180112,0.0058,0,0.58,-0.52,-0.05
20180115,0.0058,-0.92,1.39,-1.72,-0.66
20180116,0.0058,0.69,0.02,-0.21,0.13
20180117,0.0058,-0.02,0.23,-0.07,0.69
20180118,0.0058,0.65,1.04,-0.37,-0.31
20180119,0.0058,0.24,0.26,-0.35,0.16
20180122,0.0058,0.87,0.03,0.06,-0.63
20180123,0.0058,1,0.41,-0.94,-0.21
20180124,0.0058,0.38,-0.47,0.14,0
20180125,0.0058,-0.35,-0.04,0.21,0.33
20180126,0.0058,0.2,0.31,-0.36,-0.26
20180129,0.0058,-1.27,0.43,0.06,0.51
20180130,0.0058,-0.88,-0.25,0.83,0.29
20180131,0.0058,-0.5,1.77,-1.74,-0.84
20180201,0.0077,-1.61,2.41,-2.42,-1.59
20180202,0.0077,0.44,0.42,-1.26,-0.8
20180205,0.0077,0.27,1.09,-0.5,-0.86
20180206,0.0077,-3.73,1.48,-1.4,-0.61
20180207,0.0077,-1.62,-1.1,1.89,1.37
20180208,0.0077,-0.6,-1.42,1.52,1.19
20180209,0.0077,-3.91,-0.17,0.78,1.07
20180212,0.0077,1.48,-0.77,0.88,0.43
20180213,0.0077,0.9,0.32,-0.72,-0.33
20180214,0.0077,0.53,0,-0.25,0.08
20180222,0.0077,2.15,-0.05,-0.44,-0.67
20180223,0.0077,0.43,0.21,-0.14,0.17
20180226,0.0077,1.59,-0.66,0.47,0.52
20180227,0.0077,-0.95,-1.28,1.09,0.67
20180228,0.0077,-0.46,-0.39,0.64,0.68
20180301,0.0058,0.78,-0.69,0.76,-0.09
20180302,0.0058,-0.65,-0.3,0.17,0.55
20180305,0.0058,0.18,-0.82,0.17,0.4
20180306,0.0058,1.12,0.07,-0.09,-0.03
20180307,0.0058,-0.69,0.23,0.02,0.03
20180308,0.0058,0.68,0.17,0.06,0.55
20180309,0.0058,0.94,-0.89,0.66,-0.11
20180312,0.0058,0.81,-0.75,0.69,0.32
20180313,0.0058,-0.67,-0.02,0.32,0
20180314,0.0058,-0.69,0.78,-0.45,-0.02
20180315,0.0058,0.12,-0.04,-0.67,-0.49
20180316,0.0058,-0.75,-0.31,0.73,0.45
20180319,0.0058,0.23,-0.12,0.07,0.05
20180320,0.0058,0.27,0.05,-0.13,-0.27
20180321,0.0058,-0.52,0.04,0.02,0.08
20180322,0.0058,-0.63,-0.5,0.86,0.29
20180323,0.0058,-3.72,0.97,-1.98,-1.26
20180326,0.0058,0.04,-2.25,0.98,1.08
20180327,0.0058,1.42,-1.33,1.11,0.63
20180328,0.0058,-1.32,-0.34,0.8,0.67
20180329,0.0058,1.19,0.67,-0.02,-0.49
20180330,0.0058,0.59,-1.3,0.81,0.42
20180402,0.0068,-0.1,-0.73,0.58,-0.12
20180403,0.0068,-0.88,0.36,-0.13,0.28
20180404,0.0068,-0.38,0.33,-0.09,0.61
20180409,0.0068,0.09,-0.14,0.23,0.21
20180410,0.0068,1.35,1.1,-1.26,0.27
20180411,0.0068,0.54,0.24,0.23,-0.36
20180412,0.0068,-0.82,-0.3,0.26,0.34
20180413,0.0068,-0.56,-0.05,0.38,0.14
20180416,0.0068,-1.16,-1.37,0.49,-0.95
20180417,0.0068,-1.77,0.46,-0.52,0.96
20180418,0.0068,0.94,-0.45,0.48,-1.06
20180419,0.0068,0.82,0.28,-0.51,0.34
20180420,0.0068,-1.61,0.28,-0.7,-0.12
20180423,0.0068,-0.37,0.35,-0.48,0.59
20180424,0.0068,2.16,0.04,0.05,-0.47
20180425,0.0068,-0.16,-0.82,0.63,-0.76
20180426,0.0068,-1.67,0.26,-0.41,0.16
20180427,0.0068,0.34,0.14,-0.45,0.37
20180502,0.0058,0.03,0.91,-0.55,0.54
20180503,0.0058,0.8,-0.27,0.26,-0.31
20180504,0.0058,-0.26,0.07,-0.09,0.2
20180507,0.0058,1.7,0.04,0.23,-0.7
20180508,0.0058,0.79,0.06,-0.03,0.11
20180509,0.0058,-0.12,0.19,0.3,0.24
20180510,0.0058,0.51,0.36,0.14,0.16
20180511,0.0058,-0.61,0.35,-0.41,1.16
20180514,0.0058,0.25,0.84,-0.93,0.61
20180515,0.0058,0.65,-0.31,0.33,-0.92
20180516,0.0058,-0.62,0.01,0.09,-0.08
20180517,0.0058,-0.55,0.4,0.42,0.73
20180518,0.0058,1,0.35,-0.34,0.43
20180521,0.0058,0.75,-0.74,0.43,-0.5
20180522,0.0058,0.01,-0.33,0.47,-0.59
20180523,0.0058,-1.37,-0.58,0.2,-0.42
20180524,0.0058,-0.52,0.08,0.29,-0.02
20180525,0.0058,-0.55,0.41,-0.35,0.32
20180528,0.0058,-0.05,0.95,-0.79,0.13
20180529,0.0058,-0.75,0.54,0.04,0.96
20180530,0.0058,-2.5,0.44,-1.5,-0.06
20180531,0.0058,1.8,0.78,0.07,0.01
20180601,0.0062,-0.91,0.68,0.05,1.41
20180604,0.0062,0.42,0.68,-0.59,0.39
20180605,0.0062,1.19,-0.75,0.4,-1.31
20180606,0.0062,0.02,-0.36,0.15,-0.38
20180607,0.0062,-0.34,0.64,-0.49,0.67
20180608,0.0062,-1.23,-0.2,0.13,-0.67
20180611,0.0062,-0.5,0.58,-0.2,1.02
20180612,0.0062,1.06,0.43,-0.41,-0.71
20180613,0.0062,-1.14,0.61,-0.84,0.55
20180614,0.0062,-0.3,0.24,-0.12,0.56
20180615,0.0062,-0.92,1.46,-1.36,0.99
20180619,0.0062,-4.44,1.84,-3.18,0.13
20180620,0.0062,0.64,0.03,0.61,-1.03
20180621,0.0062,-1.47,1.66,-1.13,0.07
20180622,0.0062,0.81,-0.42,0.65,-0.56
20180625,0.0062,-1,-0.44,0.65,-0.68
20180626,0.0062,-0.29,-1.56,1.34,-0.8
20180627,0.0062,-1.31,-0.47,0.83,0.5
20180628,0.0062,-0.97,0.2,-0.19,0.21
20180629,0.0062,2.67,-0.92,0.17,-0.94
20180702,0.0058,-2.32,-1.23,0.91,-0.28
20180703,0.0058,0.5,-1,1.32,0.69
20180704,0.0058,-1.26,0.52,-0.72,0.48
20180705,0.0058,-1.4,1.3,-1.5,0.15
20180706,0.0058,0.49,0.04,-0.06,-0.08
20180709,0.0058,2.72,0.47,-0.52,-0.33
20180710,0.0058,0.58,-0.21,0.49,-0.2
20180711,0.0058,-1.87,0.51,-0.85,-0.45
20180712,0.0058,2.42,-0.3,0.19,-0.04
20180713,0.0058,0.36,0.24,-0.17,-0.64
20180716,0.0058,-0.42,-0.55,0.41,-0.17
20180717,0.0058,-0.44,-0.28,0.86,0.07
20180718,0.0058,-0.49,0.31,0.11,0.29
20180719,0.0058,-0.53,0.91,-0.58,-0.03
20180720,0.0058,1.8,0.58,-0.62,0.63
20180723,0.0058,0.98,0.26,-0.07,1.84
20180724,0.0058,1.57,0.42,0.21,0.81
20180725,0.0058,0,-0.25,0.18,-0.45
20180726,0.0058,-0.88,0.1,0.9,0.65
20180727,0.0058,-0.38,0.29,-0.23,0.16
20180730,0.0058,-0.57,1.28,-0.98,1.22
20180731,0.0058,0.19,0.23,-0.13,-0.26
20180801,0.0055,-1.85,-0.34,0.13,-0.05
20180802,0.0055,-2.16,0.28,-0.76,-0.56
20180803,0.0055,-1.28,0.79,0.47,1.43
20180806,0.0055,-1.58,1,-0.08,0.76
20180807,0.0055,2.89,0.14,-0.23,-0.3
20180808,0.0055,-1.48,0.41,0.11,0.77
20180809,0.0055,2.23,-0.87,-0.31,-1.14
20180810,0.0055,0.27,-0.94,0.11,-0.47
20180813,0.0055,-0.11,-1.06,0.11,-0.78
20180814,0.0055,-0.31,0.03,0.35,0.41
20180815,0.0055,-2.13,0.01,0.39,0.41
20180816,0.0055,-0.77,0.24,-0.27,0.44
20180817,0.0055,-1.46,0.51,-0.27,0.81
20180820,0.0055,1,0.01,-0.31,0.4
20180821,0.0055,1.41,-0.13,-0.52,-0.67
20180822,0.0055,-0.84,0.39,-0.24,0.42
20180823,0.0055,0.42,-0.57,0.11,-0.32
20180824,0.0055,0.08,0.47,-0.39,0.32
20180827,0.0055,2.23,-0.41,-0.47,-0.89
20180828,0.0055,-0.06,-0.19,0.13,0.11
20180829,0.0055,-0.44,-0.11,-0.06,0.47
20180830,0.0055,-1.24,0.43,-0.36,0.2
20180831,0.0055,-0.62,0.59,-0.36,0.67
20180903,0.0065,-0.17,-0.2,0.07,-0.45
20180904,0.0065,1.1,-0.2,0.12,-0.24
20180905,0.0065,-1.74,-0.26,0.36,-0.08
20180906,0.0065,-0.69,-0.35,0.43,0.48
20180907,0.0065,0.3,0.51,-0.01,-0.24
20180910,0.0065,-1.44,0.81,-0.35,0.11
20180911,0.0065,-0.08,-0.61,0.33,-0.51
20180912,0.0065,-0.38,0.29,0.75,0.85
20180913,0.0065,1.03,0.24,0,0.1
20180914,0.0065,-0.3,0.87,-0.76,0.54
20180917,0.0065,-1.24,0.16,-0.4,-0.05
20180918,0.0065,1.78,0.27,-0.15,-0.58
20180919,0.0065,1.31,-0.25,-0.27,-0.52
20180920,0.0065,-0.1,0.29,-0.13,-0.21
20180921,0.0065,2.42,0.83,-1.41,0.1
20180925,0.0065,-0.61,-0.46,0.21,-0.21
20180926,0.0065,0.9,0.14,-0.75,-0.26
20180927,0.0065,-0.69,0.77,-1.21,0.07
20180928,0.0065,0.98,0.22,-0.06,0.24
20181008,0.0071,-3.89,0.06,0.66,0.8
20181009,0.0071,0.03,-0.06,0.35,-0.13
20181010,0.0071,0.03,0.19,0.21,0.22
20181011,0.0071,-5.64,1.02,-2.15,-0.47
20181012,0.0071,0.8,1.04,-2.17,-0.92
20181015,0.0071,-1.49,-0.13,0.25,-0.04
20181016,0.0071,-1.23,0.42,-0.38,-0.58
20181017,0.0071,0.67,-0.29,0.16,0.11
20181018,0.0071,-2.89,0.67,-0.41,1.02
20181019,0.0071,2.67,0.17,-0.84,-0.31
20181022,0.0071,4.42,-1.11,0.1,0.1
20181023,0.0071,-2.3,-0.45,0.94,-0.15
20181024,0.0071,0.11,0.37,0.18,0.79
20181025,0.0071,-0.1,0.32,-0.63,0.52
20181026,0.0071,-0.19,0.58,1.1,0.56
20181029,0.0071,-2.18,-0.01,1.03,0.44
20181030,0.0071,0.94,0.02,0.09,0.44
20181031,0.0071,1.38,-0.19,0.02,-0.44
20181101,0.0056,0.43,-0.43,-0.08,0.11
20181102,0.0056,3.03,-0.03,-0.47,-0.41
20181105,0.0056,-0.36,-0.76,1.28,0.11
20181106,0.0056,-0.26,-0.17,0.42,0.26
20181107,0.0056,-0.55,-0.15,0.37,0.05
20181108,0.0056,-0.32,0.09,0.35,-0.54
20181109,0.0056,-1.13,-0.51,1.04,0.42
20181112,0.0056,1.62,-0.63,1.44,0.2
20181113,0.0056,1.14,-0.76,1.04,-0.27
20181114,0.0056,-0.75,-0.36,0.83,0.61
20181115,0.0056,1.39,-0.38,0.61,0.61
20181116,0.0056,0.57,-0.27,0.74,0.29
20181119,0.0056,0.78,0.2,-0.46,0.12
20181120,0.0056,-2.35,-0.19,-0.31,-0.04
20181121,0.0056,0.3,-0.22,0.76,-0.18
20181122,0.0056,-0.18,-0.09,0.34,0.21
20181123,0.0056,-2.8,1.22,-1.92,-0.16
20181126,0.0056,-0.18,-0.12,-0.04,0.49
20181127,0.0056,0.09,-0.73,0.75,0.42
20181128,0.0056,1.19,0.08,-0.19,-0.01
20181129,0.0056,-1.53,0.76,-1.05,0.08
20181130,0.0056,0.88,0.24,-0.42,-0.27
20181203,0.0064,2.81,-0.22,0.44,-0.28
20181204,0.0064,0.37,-0.27,0.6,-0.43
20181205,0.0064,-0.56,0.32,-0.33,0.93
20181206,0.0064,-1.91,0.44,0.28,0.42
20181207,0.0064,0.04,0.23,0.02,-0.16
20181210,0.0064,-0.97,0.02,-0.37,0.26
20181211,0.0064,0.52,-0.46,0.31,-0.4
20181212,0.0064,0.27,0.35,-0.33,0.23
20181213,0.0064,1.24,0.39,-0.39,0.2
20181214,0.0064,-1.8,0.81,-0.62,0.94
20181217,0.0064,-0.06,0.09,0.16,-0.27
20181218,0.0064,-0.82,-0.19,0.17,0.09
20181219,0.0064,-1.15,0.14,0.02,-0.2
20181220,0.0064,-0.31,-0.56,0.72,-0.77
20181221,0.0064,-0.89,0.06,0.28,0.31
20181224,0.0064,0.58,-0.11,0.32,0.55
20181225,0.0064,-0.85,0.27,-0.26,0.79
20181226,0.0064,-0.34,0.23,0.15,-0.31
20181227,0.0064,-0.74,0.68,-0.93,0.87
20181228,0.0064,0.46,-0.22,-0.46,-0.28
20190102,0.0058,-1.13,-0.62,1.11,-0.2
20190103,0.0058,-0.3,-0.15,-0.22,0.83
