date,rf_dly,mktrf,VMG,SMB,PMO
20050720,0.009,0.66,0.08,0.02,0.31
20050721,0.009,-0.15,-0.27,-0.27,0.27
20050722,0.009,2.63,-0.47,-0.03,-0.46
20050725,0.009,-0.2,0.25,-0.05,-0.08
20050726,0.009,2.73,-0.07,-0.25,-0.24
20050727,0.009,1.88,-0.71,0.08,0.03
20050728,0.009,-0.3,0.11,0.28,0.1
20050729,0.009,-0.43,0.27,0.18,-0.56
20050801,0.0082,0.53,0.11,0.17,0.18
20050802,0.0082,1.58,-0.31,0.42,0.03
20050803,0.0082,0.48,-1.02,0.63,0.49
20050804,0.0082,-0.61,0.2,-0.11,0.2
20050805,0.0082,2.66,0.17,0.37,0.01
20050808,0.0082,1.02,-0.09,0.6,-0.14
20050809,0.0082,1.25,-0.51,0.97,-0.49
20050810,0.0082,1.08,-0.26,0.18,-0.44
20050811,0.0082,1.77,0.4,-0.52,-0.19
20050812,0.0082,-1.64,-0.87,-0.39,0.26
20050815,0.0082,1.92,0.38,1.14,0.38
20050816,0.0082,-0.83,-0.9,0.99,0.7
20050817,0.0082,1.38,-0.59,1.06,0.03
20050818,0.0082,-3.8,-0.38,-0.62,0.27
20050819,0.0082,0.18,0.73,-0.42,-0.32
20050822,0.0082,0.84,0.08,0.43,0.11
20050823,0.0082,-0.91,0.93,-1.04,-0.15
20050824,0.0082,1.42,-0.12,0.08,-0.69
20050825,0.0082,0.49,-1.49,1.17,0.12
20050826,0.0082,0.06,-0.35,0.78,-0.23
20050829,0.0082,-1.43,-0.64,0.93,0.84
20050830,0.0082,-0.74,0.52,-0.31,0.37
20050831,0.0082,1.54,0.05,0.88,0.16
20050901,0.0083,2,-0.34,0.61,-0.25
20050902,0.0083,0.39,-0.24,0.31,0.2
20050905,0.0083,0.68,-1.24,0.62,-1.28
20050906,0.0083,-1.91,0.7,-0.82,0.87
20050907,0.0083,2,0.02,1.2,0.02
20050908,0.0083,0.11,0.1,0.06,0.49
20050909,0.0083,-0.55,0.75,-0.47,0.22
20050912,0.0083,-0.11,-0.39,0.57,0.1
20050913,0.0083,1.73,-0.63,0.63,-0.4
20050914,0.0083,0.87,-0.08,0.31,-0.38
20050915,0.0083,-0.04,-0.34,0.5,-0.24
20050916,0.0083,-0.33,-0.21,0.41,0.02
20050919,0.0083,0.52,-0.81,1.01,-0.78
20050920,0.0083,-0.87,-0.42,0.2,-0.57
20050921,0.0083,-1.89,-0.26,0.3,0.4
20050922,0.0083,-2.5,2.08,-1.35,1.75
20050923,0.0083,-0.8,1.42,-0.55,0.7
20050926,0.0083,0.34,0.46,0.25,-0.17
20050927,0.0083,-1.9,1.21,-0.2,1.26
20050928,0.0083,-0.13,0.33,-0.25,0.17
20050929,0.0083,2.08,-0.09,0.12,-1.3
20050930,0.0083,-0.01,0.64,-0.3,0.32
20051010,0.0118,-1.47,0.74,-0.16,-0.04
20051011,0.0118,1.71,-0.68,0.76,-0.48
20051012,0.0118,0.43,0.07,0.83,0.12
20051013,0.0118,-0.88,0.13,0.36,0.02
20051014,0.0118,-1.21,0.21,0.1,0.21
20051017,0.0118,-0.74,-0.45,0.84,-0.44
20051018,0.0118,0.92,-0.36,0.86,-0.49
20051019,0.0118,-0.62,-0.58,-0.27,0.3
20051020,0.0118,0.11,0.93,-0.2,0.43
20051021,0.0118,0.6,-0.32,0.53,-0.01
20051024,0.0118,0.18,-0.17,0.26,0.03
20051025,0.0118,-1.77,0.23,-0.7,0.49
20051026,0.0118,-2.39,0.9,-0.34,1.57
20051027,0.0118,0.04,1.62,-0.67,1.18
20051028,0.0118,-1.74,-0.07,-1.77,0.73
20051031,0.0118,1.04,-0.32,-0.54,0.34
20051101,0.0083,-0.26,-0.18,-0.43,-0.13
20051102,0.0083,1.47,-0.99,1.16,-0.03
20051103,0.0083,-0.82,-0.15,-0.11,0.1
20051104,0.0083,0.42,-0.02,0.59,0.37
20051107,0.0083,0.06,-0.68,1.15,-0.27
20051108,0.0083,0.83,0.01,0.2,-0.25
20051109,0.0083,-0.24,0.65,-0.61,0.18
20051110,0.0083,-1.97,0.66,-1.37,0.59
20051111,0.0083,0.24,-0.4,0.57,0.22
20051114,0.0083,-0.2,-0.42,0.9,0.01
20051115,0.0083,-0.14,0.01,-0.06,0.91
20051116,0.0083,0.81,-0.23,0.15,0.47
20051117,0.0083,-0.03,0.09,-0.11,-0.04
20051118,0.0083,2.14,0.01,0.01,-0.31
20051121,0.0083,0.24,-0.06,0.35,-0.14
20051122,0.0083,-2,0.33,-0.31,0.13
20051123,0.0083,0.59,-0.12,0.12,0.13
20051124,0.0083,0.6,-0.16,-0.35,0.1
20051125,0.0083,0.07,0.04,0,0.44
20051128,0.0083,-0.3,-0.03,-0.02,-0.21
20051129,0.0083,-1.32,0.45,-0.27,0.19
20051130,0.0083,0.13,0.53,0.01,0.15
20051201,0.0086,-0.03,0.19,-0.23,0.11
20051202,0.0086,-0.46,0.87,-1.14,0.41
20051205,0.0086,-1.6,0.76,-1.41,0.46
20051206,0.0086,0.84,0.44,-0.34,-0.09
20051207,0.0086,1.18,-0.02,-0.09,-0.29
20051208,0.0086,0.01,0.2,-0.38,0.04
20051209,0.0086,1.46,0.32,0.22,-0.17
20051212,0.0086,0.23,-0.6,0.32,-0.17
20051213,0.0086,0.2,-0.04,-0.38,-0.29
20051214,0.0086,0.82,-0.23,0.27,0.03
20051215,0.0086,-0.2,0.37,-0.35,0.45
20051216,0.0086,0.53,-0.12,0.26,0
20051219,0.0086,0.3,0.35,-0.16,0.08
20051220,0.0086,0.4,-0.25,-0.28,-0.11
20051221,0.0086,-0.61,0.26,-0.41,0.55
20051222,0.0086,0.46,0.35,0.05,0
20051223,0.0086,0.9,0.11,0.27,0.22
20051226,0.0086,1.06,0.55,-0.09,-0.2
20051227,0.0086,-0.28,-0.22,0.11,-0.04
20051228,0.0086,0.26,0.25,0.05,-0.27
20051229,0.0086,1.29,0.65,-0.44,0.06
20051230,0.0086,-0.81,0.02,-0.28,-0.11
20060104,0.0118,1.65,0.28,-0.13,-0.18
20060105,0.0118,1.54,-0.16,-0.4,0.27
20060106,0.0118,0.87,-0.01,-0.26,0.16
20060109,0.0118,0.54,-0.49,0.8,0.24
20060110,0.0118,0.3,-0.17,0.25,-0.38
20060111,0.0118,-0.86,-0.45,-0.2,0.32
20060112,0.0118,1.46,-0.55,0.82,0.71
20060113,0.0118,-0.4,-0.62,0.85,0.26
20060116,0.0118,-1.56,-0.36,0,0.12
20060117,0.0118,0.5,-0.07,-0.56,0.09
20060118,0.0118,2.17,0.13,-0.07,-0.06
20060119,0.0118,1.49,0.78,-0.19,0.18
20060120,0.0118,0.41,0.4,-0.25,0.06
20060123,0.0118,0.02,0.04,0.4,0.21
20060124,0.0118,-0.28,-0.18,-0.32,0.55
20060125,0.0118,0.51,1.05,-1.44,-0.62
20060206,0.0101,2.7,0.48,0.09,-1.08
20060207,0.0101,-0.59,-1.31,0.9,0.03
20060208,0.0101,0.57,-0.53,0.2,1.05
20060209,0.0101,-1.66,-0.1,0.1,-0.03
20060210,0.0101,1.29,-0.55,-0.11,0.17
20060213,0.0101,-0.18,-0.39,0.01,0.71
20060214,0.0101,0.62,-0.06,0.26,-0.49
20060215,0.0101,0.89,0.46,-0.72,-0.13
20060216,0.0101,-2.4,-0.73,-0.77,0.16
20060217,0.0101,-0.24,0.8,-0.51,0.62
20060220,0.0101,0.07,0.38,-0.61,0.74
20060221,0.0101,1.86,-0.19,-0.23,-0.15
20060222,0.0101,-0.3,-0.63,0.23,-0.02
20060223,0.0101,0.32,-0.26,-0.2,0.38
20060224,0.0101,0.63,0.34,-0.07,0.05
20060227,0.0101,-0.07,0.35,-0.04,0.27
20060228,0.0101,0.16,-0.6,-0.16,0.26
20060301,0.0082,0.86,0.29,0.31,0.24
20060302,0.0082,-1.97,0.22,-0.5,-0.41
20060303,0.0082,0.71,-0.03,-0.58,-0.53
20060306,0.0082,-0.36,-0.27,0.05,0.25
20060307,0.0082,-2.81,-0.04,-0.31,0.59
20060308,0.0082,-0.95,-0.34,0.67,0.29
20060309,0.0082,-0.19,0.34,-0.27,0.2
20060310,0.0082,-0.01,-0.54,-0.13,-0.32
20060313,0.0082,1.33,0.46,-0.33,-0.48
20060314,0.0082,-0.01,-0.17,0.14,0.16
20060315,0.0082,1.52,0.74,-0.48,-0.32
20060316,0.0082,-0.08,0.1,0.4,0.11
20060317,0.0082,-0.4,-0.5,0.04,0
20060320,0.0082,1.72,0.52,-0.29,-0.51
20060321,0.0082,0.14,0.06,-0.22,-0.65
20060322,0.0082,0.6,0.23,0.51,-0.4
20060323,0.0082,0.58,-0.16,0.31,0.04
20060324,0.0082,-0.65,0.28,-0.44,-0.28
20060327,0.0082,0.26,-0.35,0.69,-0.41
20060328,0.0082,0.32,0.32,0.39,-0.06
20060329,0.0082,0.63,0.53,-0.42,-0.24
20060330,0.0082,-0.97,0.05,-0.31,0.23
20060331,0.0082,0.5,0,-0.23,-0.34
20060403,0.0092,2.08,1.05,0.21,-1.23
20060404,0.0092,0.88,-0.27,0.45,0.07
20060405,0.0092,0.91,0.45,0.03,-0.37
20060406,0.0092,0.02,-0.17,-0.14,-0.17
20060407,0.0092,0.31,-1.08,1.01,-0.1
20060410,0.0092,1.44,-0.39,0.93,-0.13
20060411,0.0092,0.25,0.11,-0.09,0.4
20060412,0.0092,-0.37,-0.11,0.71,0.86
20060413,0.0092,-2.34,0.01,-0.77,2.18
20060414,0.0092,2.43,-0.18,-0.03,-0.49
20060417,0.0092,1.36,1.15,0.01,0.72
20060418,0.0092,0.28,0.15,-0.41,0
20060419,0.0092,0.81,0.59,-1.07,-0.88
20060420,0.0092,-0.83,-0.06,-0.19,-0.51
20060421,0.0092,2.19,1.77,-0.97,-0.26
20060424,0.0092,-0.97,0.99,-0.59,-0.77
20060425,0.0092,-0.64,-0.29,0.18,-1.35
20060426,0.0092,1.5,0.74,-0.01,-0.02
20060427,0.0092,-0.07,-0.85,0.56,-0.3
20060428,0.0092,1.61,0.74,-0.74,-0.7
20060508,0.0105,4.7,1.43,-1.19,-0.89
20060509,0.0105,2.79,-0.39,0.49,-0.32
20060510,0.0105,1.04,-0.41,0.34,0.11
20060511,0.0105,-0.93,-1.54,-0.07,0.79
20060512,0.0105,4.67,0.83,-0.23,0.25
20060515,0.0105,4.59,1,0.47,-0.74
20060516,0.0105,-3.61,-1.16,0.06,0.32
20060517,0.0105,0.65,-0.62,2.28,1.2
20060518,0.0105,-0.25,-1.65,0.5,1.37
20060519,0.0105,3.18,1.26,-0.18,0.12
20060522,0.0105,-0.09,-1.93,3.1,0.93
20060523,0.0105,-3.73,-0.83,-0.99,1.06
20060524,0.0105,-0.94,-0.04,-1.35,0.27
20060525,0.0105,0.16,-0.62,1.96,1.35
20060526,0.0105,1.58,0.11,0.69,-0.35
20060529,0.0105,2.17,0.3,0.82,-0.57
20060530,0.0105,0.4,-0.96,0.77,-1.11
20060531,0.0105,-0.95,-1.23,0.67,2.06
20060601,0.0083,2.95,-1.4,1.72,-0.12
20060602,0.0083,-1.06,-0.5,1.68,-0.01
20060605,0.0083,1.03,-0.41,1.57,-0.74
20060606,0.0083,-0.43,0.03,-0.27,-0.35
20060607,0.0083,-5.98,0.46,-2.04,1.74
20060608,0.0083,0.18,1.67,-0.25,-0.34
20060609,0.0083,-2.53,-0.45,0.18,0.79
20060612,0.0083,0.22,0.48,0,-0.08
20060613,0.0083,-0.22,-0.15,0.68,-1.36
20060614,0.0083,-1.33,-0.29,1.17,-0.93
20060615,0.0083,0.27,0.34,0.23,-0.03
20060616,0.0083,3,0.46,-0.58,0.42
20060619,0.0083,1.1,0.11,-0.39,-0.62
20060620,0.0083,0.3,-0.09,0.9,-0.09
20060621,0.0083,0.34,0.23,-0.69,0.92
20060622,0.0083,-0.24,0.11,0.36,0.1
20060623,0.0083,0.66,0.31,0.82,-0.39
20060626,0.0083,2.06,0.89,0.42,-0.32
20060627,0.0083,0.38,0.16,0,-0.17
20060628,0.0083,0,0.36,0,-0.06
20060629,0.0083,2.22,0.84,-0.18,-0.07
20060630,0.0083,0.02,0.4,-0.54,0.51
20060703,0.009,1.69,-0.17,0.28,-0.31
20060704,0.009,-1.07,-0.4,0.19,-1.23
20060705,0.009,-1.48,-0.81,0.62,-0.9
20060706,0.009,2.1,-0.31,0.7,-0.1
20060707,0.009,-0.63,-0.5,0.86,-0.52
20060710,0.009,0.21,-0.03,0.7,0.56
20060711,0.009,0.49,0.07,0.12,-0.07
20060712,0.009,-0.05,0.01,-0.26,0.15
20060713,0.009,-5.55,0.78,-1.54,1.09
20060714,0.009,0.77,0.22,0.19,0.89
20060717,0.009,1.39,0.25,0.65,0.05
20060718,0.009,0.22,-0.41,0.92,-0.21
20060719,0.009,-2.56,0.16,0.44,0.64
20060720,0.009,0.72,-0.39,0.6,-0.23
20060721,0.009,0.78,-0.18,-0.21,0.19
20060724,0.009,0.29,0.66,0.08,-0.03
20060725,0.009,1.36,0.11,0.1,-0.32
20060726,0.009,0.11,-0.34,0.83,0.34
20060727,0.009,-1.21,-0.27,-0.01,0.17
20060728,0.009,-0.91,0.01,0.03,0.28
20060731,0.009,-3.45,0.21,-0.67,1.23
20060801,0.0086,-0.88,0.39,-0.22,0.34
20060802,0.0086,-0.36,0.65,0.04,0.22
20060803,0.0086,-0.04,0.79,0.27,-0.1
20060804,0.0086,-2.34,0.35,-1.04,1.55
20060807,0.0086,-1.62,0.56,-1.3,0.26
20060808,0.0086,2.68,-0.74,0.85,-0.52
20060809,0.0086,0.02,0.22,0.1,0.19
20060810,0.0086,1.99,0.15,-0.11,0.11
20060811,0.0086,0.09,-0.67,0.28,-0.48
20060814,0.0086,-2.54,0.56,-0.33,1.12
20060815,0.0086,1.84,0.15,0.22,-0.55
20060816,0.0086,1.4,-0.07,0.36,-0.54
20060817,0.0086,-0.77,-0.17,-0.06,0.22
20060818,0.0086,-0.36,-0.01,-0.44,0.04
20060821,0.0086,0.27,-0.12,0.38,-0.66
20060822,0.0086,1.03,0.34,-0.13,0.11
20060823,0.0086,-0.04,0.05,-0.41,0.56
20060824,0.0086,0.58,-0.37,0.39,0.02
20060825,0.0086,0.17,-0.39,-0.11,-0.18
20060828,0.0086,2.02,-0.78,0.2,-1.29
20060829,0.0086,0.13,-0.56,-0.1,0.31
20060830,0.0086,0.35,-0.72,0.22,-0.83
20060831,0.0086,0.43,0.17,0.35,-0.02
20060901,0.0097,-1.71,0.44,-0.37,0.61
20060904,0.0097,1.72,-0.56,0.5,-0.34
20060905,0.0097,0.29,-0.26,0.21,0.26
20060906,0.0097,0.53,0.27,0.03,0.64
20060907,0.0097,-1.53,0.47,-0.27,-0.04
20060908,0.0097,0.21,0.05,-0.18,-0.09
20060911,0.0097,0.5,-0.34,0.01,-0.57
20060912,0.0097,0.48,0.19,0.03,0.69
20060913,0.0097,-0.84,0.75,-0.59,0.63
20060914,0.0097,0.02,-0.73,-0.01,-0.24
20060915,0.0097,1.66,0.63,-0.45,0.51
20060918,0.0097,1.1,-0.52,0.45,-0.4
20060919,0.0097,0.25,0,-0.04,0.41
20060920,0.0097,0.08,-0.47,-0.04,-0.32
20060921,0.0097,0.66,0.3,-0.31,0.2
20060922,0.0097,-0.99,-0.53,-0.16,0.01
20060925,0.0097,-0.11,-0.82,0.43,0.58
20060926,0.0097,-0.81,-0.44,0.68,0.66
20060927,0.0097,0.96,0.12,0.06,0.18
20060928,0.0097,1.05,0.6,-0.43,-0.03
20060929,0.0097,1.1,-0.12,-0.13,-0.09
20061009,0.0124,2.38,0.58,-0.33,-0.52
20061010,0.0124,0.14,-0.11,0.6,0.47
20061011,0.0124,0.01,0.27,0.53,0
20061012,0.0124,-0.77,1.24,-0.29,0.86
20061013,0.0124,0.4,-0.28,-0.07,-0.32
20061016,0.0124,-0.78,0.06,0.65,-0.03
20061017,0.0124,-0.3,0.51,0.19,0.93
20061018,0.0124,1.54,0.03,-0.27,-0.83
20061019,0.0124,0.25,0.15,0.21,0.35
20061020,0.0124,-0.23,0.4,-0.78,0.28
20061023,0.0124,-2.61,0.9,-0.98,0.75
20061024,0.0124,2.24,0.55,0.53,-0.58
20061025,0.0124,0.1,0.82,-0.92,0.24
20061026,0.0124,0.18,0.65,-1.17,-0.44
20061027,0.0124,-1.31,0.91,-0.66,0.56
20061030,0.0124,0.38,1.52,-0.63,0.7
20061031,0.0124,1.13,-0.11,-0.07,-0.78
20061101,0.0093,0.94,0.91,-0.59,-0.32
20061102,0.0093,-0.19,0.27,-0.11,0.24
20061103,0.0093,0.52,-0.02,-0.1,0.29
20061106,0.0093,1.2,2.2,-1.65,-0.93
20061107,0.0093,-0.04,0.66,-1.41,0.47
20061108,0.0093,-1.12,-1.21,0.71,0.71
20061109,0.0093,1.78,0.22,-0.63,-0.7
20061110,0.0093,-1.55,0.07,-1.42,-0.12
20061113,0.0093,-2.09,0.21,-1.4,-0.46
20061114,0.0093,0.93,-0.55,0.47,0.2
20061115,0.0093,2.48,0.49,-1.07,-0.01
20061116,0.0093,-0.71,-0.12,-1.2,0.61
20061117,0.0093,2.25,0.38,-1.2,-0.67
20061120,0.0093,2.01,1.38,-2.61,-1.2
20061121,0.0093,1.37,1.4,-0.45,-0.78
20061122,0.0093,0.57,-0.46,0.83,0.23
20061123,0.0093,0.58,0.11,0.05,-0.06
20061124,0.0093,0.01,-1.03,1.11,0.94
20061127,0.0093,1.02,-0.87,0.62,0.97
20061128,0.0093,-0.07,-0.84,0.44,-0.32
20061129,0.0093,1.09,-0.5,-0.58,0.36
20061130,0.0093,2.85,0.9,-1.34,-0.41
20061201,0.01,0.48,0.04,-0.6,0.79
20061204,0.01,2.41,0.63,-0.36,-0.54
20061205,0.01,0.72,-1.56,0.06,-0.4
20061206,0.01,-1.13,-0.87,-0.58,0.21
20061207,0.01,-0.3,1.57,-0.25,0.18
20061208,0.01,-3.94,0.2,-0.12,1.3
20061211,0.01,4.15,0.39,-1.17,-1.44
20061212,0.01,0.52,0.36,-0.33,-0.31
20061213,0.01,0.65,1.13,0.09,-0.61
20061214,0.01,1.63,-0.02,-0.04,-0.33
20061215,0.01,1.43,-0.02,-0.57,0.12
20061218,0.01,2.17,0.07,-0.71,-0.4
20061219,0.01,0.33,0.1,0.24,0.51
20061220,0.01,0.64,-0.47,1.08,0.77
20061221,0.01,-1.55,-0.52,0.74,0.69
20061222,0.01,-0.73,-0.4,0.48,0.61
20061225,0.01,1.9,0.89,-1.13,-1.21
20061226,0.01,0.51,2.2,-1.24,-0.57
20061227,0.01,1.84,0.59,-1.36,-0.34
20061228,0.01,-0.76,0.46,-1.74,0.23
20061229,0.01,2.39,0.94,-1.29,-0.95
20070104,0.0106,2.28,3.03,-2.08,-1.51
20070105,0.0106,-0.73,1.65,3.82,2.04
20070108,0.0106,2.62,-0.72,1.87,0.16
20070109,0.0106,3.65,1.01,-1.67,0.54
20070110,0.0106,1.49,-1.18,1.03,0.84
20070111,0.0106,-1.68,-1.72,2.2,0.68
20070112,0.0106,-3.43,-1.27,-0.58,1.76
20070115,0.0106,5.03,-0.11,0.54,-0.54
20070116,0.0106,1.85,-1.63,0.72,1.8
20070117,0.0106,-1.57,1.28,1.01,-0.06
20070118,0.0106,0.04,-0.74,2.83,1.16
20070119,0.0106,3.19,-0.02,0.37,0.37
20070122,0.0106,3.7,0.06,1.06,-0.25
20070123,0.0106,1.11,0.68,-0.49,-1.18
20070124,0.0106,1.27,0.49,-0.21,0.82
20070125,0.0106,-3.91,-0.52,-1.01,0.92
20070126,0.0106,1.71,-0.11,-1.66,0.82
20070129,0.0106,2.56,-0.15,1.17,-0.94
20070130,0.0106,0.1,1.87,0.38,0.26
20070131,0.0106,-5.7,-0.46,1.18,-0.95
20070201,0.0127,-0.05,-0.62,0.62,-1.21
20070202,0.0127,-3.79,-1.28,2.42,-0.36
20070205,0.0127,-1.51,-1.17,2.83,-0.33
20070206,0.0127,1.86,0.03,0.72,-1.29
20070207,0.0127,2.03,-0.27,-0.63,0.05
20070208,0.0127,1.36,0.32,0.42,0.39
20070209,0.0127,-0.69,-0.42,0.96,-0.21
20070212,0.0127,3.32,0.23,-1.2,0.31
20070213,0.0127,1.48,0.01,0.38,0.32
20070214,0.0127,2.73,0.34,-0.42,0.17
20070215,0.0127,3.17,-0.9,-0.2,-0.5
20070216,0.0127,0.47,-0.03,0.93,0.41
20070226,0.0127,2.15,0.57,2.16,-3.19
20070227,0.0127,-9.1,-1.32,0.63,0.34
20070228,0.0127,3.69,-0.5,0.82,-2.83
20070301,0.01,-2.91,-1.46,0.37,-1.33
20070302,0.01,1.46,0.18,0.53,0.57
20070305,0.01,-1.16,-0.1,1.55,1.5
20070306,0.01,1.44,1.28,-1.19,1.08
20070307,0.01,2.6,-0.05,-0.3,-0.06
20070308,0.01,1.5,-0.33,0.72,-0.56
20070309,0.01,-0.09,0.43,0.35,0.64
20070312,0.01,0.72,-0.71,1.99,-0.98
20070313,0.01,0.69,-0.93,0.66,-0.8
20070314,0.01,-1.63,-1.51,1.06,-0.34
20070315,0.01,1.83,0.2,0.48,0.57
20070316,0.01,-1.39,0.21,-0.28,1.66
20070319,0.01,2.32,0.98,-0.7,0.73
20070320,0.01,0.98,-0.22,1.65,-0.77
20070321,0.01,1.23,-0.7,0.33,-0.33
20070322,0.01,0.49,-0.04,-0.34,-1.2
20070323,0.01,0.44,0.05,0.85,-1.21
20070326,0.01,1.79,-0.55,0.95,-1.47
20070327,0.01,0.68,-0.87,0.91,-0.74
20070328,0.01,0.13,1.22,-1.55,-0.32
20070329,0.01,-0.46,2.29,-3.21,1.94
20070330,0.01,0.06,-0.37,0.94,-0.65
20070402,0.0107,2.38,0.36,0.03,-0.23
20070403,0.0107,1.4,-0.06,0.04,0.68
20070404,0.0107,0.48,-0.39,0.5,0.51
20070405,0.0107,1.15,-0.55,0.45,-0.77
20070406,0.0107,0.72,-0.06,0.81,-0.39
20070409,0.0107,1.94,0.16,-0.12,-0.01
20070410,0.0107,1.56,0.44,-0.64,-0.03
20070411,0.0107,1.63,0.96,0.13,-0.22
20070412,0.0107,1.53,0,0.93,0.3
20070413,0.0107,-0.14,-0.68,-0.79,0.09
20070416,0.0107,2.46,-0.82,0.46,-0.29
20070417,0.0107,1.01,-1.62,1.87,-1.51
20070418,0.0107,0.7,-0.62,1.87,-2.16
20070419,0.0107,-4.96,-0.51,-0.66,0.15
20070420,0.0107,4.26,-0.6,0.5,-0.99
20070423,0.0107,4.22,0.41,0.1,-1.49
20070424,0.0107,0.28,-0.38,0.4,-1.66
20070425,0.0107,0.23,-0.06,-0.53,-0.19
20070426,0.0107,1.12,-0.24,0.05,-0.18
20070427,0.0107,-1,-1.66,0.67,-1.32
20070430,0.0107,1.44,-1.2,-0.39,0.12
20070508,0.0135,3.55,-1.17,0.6,-1.52
20070509,0.0135,1.44,-0.08,-1.08,0.17
20070510,0.0135,1.14,0.35,0.07,0.01
20070511,0.0135,-0.76,-0.33,0.51,0.02
20070514,0.0135,0.68,0.45,0.24,0.57
20070515,0.0135,-3.65,0.24,0.68,0.98
20070516,0.0135,2.3,-0.19,0.25,-0.74
20070517,0.0135,1.78,-0.85,0.85,-0.25
20070518,0.0135,-0.31,-1.48,0.45,-0.14
20070521,0.0135,1.27,-1.18,1.28,-1.34
20070522,0.0135,1.1,-0.88,0.83,-1.18
20070523,0.0135,1.83,-0.87,0.77,-1.12
20070524,0.0135,-0.47,-0.56,-0.03,-0.39
20070525,0.0135,0.89,-0.76,0.18,-0.91
20070528,0.0135,2.22,0.69,0.06,0.26
20070529,0.0135,1.96,0.53,-0.53,0.55
20070530,0.0135,-6.44,0.22,-1.75,1.2
20070531,0.0135,0.94,5.73,-3.93,6.4
20070601,0.0119,-3.43,4.05,-2.42,4.14
20070604,0.0119,-8.49,0.02,0.2,0.6
20070605,0.0119,2.87,5.22,-2.29,0.05
20070606,0.0119,0.79,0.52,0.51,-0.05
20070607,0.0119,3.37,-1.59,0.99,-1.4
20070608,0.0119,0.68,-1.23,0.91,-0.24
20070611,0.0119,2.23,0.83,-0.13,0.65
20070612,0.0119,2.33,2.07,0.35,0.17
20070613,0.0119,2.6,-1.76,1.02,-1.03
20070614,0.0119,-1.69,-0.26,0.14,0.36
20070615,0.0119,0.23,0.01,0.01,0.99
20070618,0.0119,2.55,-0.4,0.41,-0.32
20070619,0.0119,0.6,-1.27,1.07,-0.92
20070620,0.0119,-2.47,-0.61,-0.43,-0.01
20070621,0.0119,0.7,0.98,-1.08,0.44
20070622,0.0119,-3.87,1.37,-1.68,2.19
20070625,0.0119,-4.59,1.47,-1.64,2.4
20070626,0.0119,1.32,2.24,0.56,-0.03
20070627,0.0119,2.58,0.2,-0.31,0.06
20070628,0.0119,-4.42,0.89,-1.82,2.46
20070629,0.0119,-2.48,2.56,-1.5,2.46
20070702,0.0121,0.68,1.07,1.69,0.23
20070703,0.0121,1.91,0.53,-0.21,0.15
20070704,0.0121,-2.05,0,-0.5,0.35
20070705,0.0121,-5.55,-0.03,-0.46,2.17
20070706,0.0121,4.64,0.11,1.12,-1.7
20070709,0.0121,2.76,-0.59,0.41,0.05
20070710,0.0121,-1.35,0.63,-1.46,1.52
20070711,0.0121,0.65,-0.26,0.97,0.12
20070712,0.0121,0.81,0.33,0.14,0.09
20070713,0.0121,-0.11,-0.05,-0.13,0.62
20070716,0.0121,-2.98,0.29,0.11,1.68
20070717,0.0121,2.13,-0.48,-0.2,0.46
20070718,0.0121,0.33,-0.16,-0.17,0.09
20070719,0.0121,-0.01,-0.89,0.71,0.13
20070720,0.0121,3.7,-0.36,-0.42,-0.53
20070723,0.0121,4.56,0.35,0.5,-1.66
20070724,0.0121,-0.02,-0.77,-0.06,-0.21
20070725,0.0121,2.46,0.46,0.85,-0.39
20070726,0.0121,0.86,-1.3,0.65,-1.89
20070727,0.0121,0.31,-1.62,1.52,-0.94
20070730,0.0121,2.27,0.41,-0.15,0.3
20070731,0.0121,0.84,-0.36,0.48,-0.34
20070801,0.0125,-3.87,0.56,-2.03,0.39
20070802,0.0125,2.83,-0.94,0.78,-0.61
20070803,0.0125,3.17,0.58,-1.85,0.25
20070806,0.0125,1.6,0.35,0.37,-0.8
20070807,0.0125,0.44,-0.08,-1.05,0.42
20070808,0.0125,-0.07,1.42,-0.92,0.97
20070809,0.0125,1.84,-0.33,-1.05,-0.33
20070810,0.0125,-0.86,0.57,-0.93,0.65
20070813,0.0125,1.21,2.02,-0.62,2.19
20070814,0.0125,1.22,-0.58,1.35,-0.89
20070815,0.0125,-0.17,-0.35,-0.7,0.21
20070816,0.0125,-1.94,-1.16,2.56,-0.13
20070817,0.0125,-2.21,-0.39,1.4,-0.41
20070820,0.0125,5.52,1.94,-1.61,-0.28
20070821,0.0125,1,-0.67,-0.66,-0.22
20070822,0.0125,0.65,-0.58,0.33,0.46
20070823,0.0125,1.25,-0.75,-0.13,0.33
20070824,0.0125,1.09,0.27,-0.96,-0.56
20070827,0.0125,0.33,0.8,-0.75,-0.14
20070828,0.0125,0.42,0.51,-0.31,-0.13
20070829,0.0125,-1.63,-0.64,1.04,-0.02
20070830,0.0125,1.57,-0.37,1.91,-0.26
20070831,0.0125,1.11,-0.46,-0.13,-0.16
20070903,0.0151,2.24,0.33,0.28,0.86
20070904,0.0151,-0.68,-0.01,-0.26,-0.88
20070905,0.0151,0.11,0.37,0.54,-0.84
20070906,0.0151,1.37,0.46,-0.26,-0.58
20070907,0.0151,-2.28,-0.04,0.1,0.15
20070910,0.0151,1.32,-0.12,1,0.16
20070911,0.0151,-4.88,0.13,-1.5,0.65
20070912,0.0151,1.15,0.38,-0.2,1.04
20070913,0.0151,2.34,-0.05,-0.89,0.25
20070914,0.0151,1.03,-0.4,0.65,-0.13
